79,275,3
79,131,2
82,138,1
79,274,4
79,272,1
95,271,3
96,119,4
79,116,3
82,69,3
95,60,2
77,56,5
96,139,2
76,119,5
76,66,4
76,272,3
76,116,4
82,117,5
80,131,1
80,139,3
97,131,5
94,118,1
82,271,4
99,272,5
76,274,4
80,69,3
80,117,2
94,63,3
79,56,3
79,139,5
79,62,4
79,273,3
99,60,1
92,62,2
99,64,1
99,66,4
99,67,5
99,68,1
99,69,1
99,131,2
99,117,2
99,273,4
99,59,2
99,118,4
99,271,1
99,276,1
95,279,1
92,275,2
92,131,1
92,271,6
92,139,1
92,277,1
92,69,1
92,66,1
92,64,1
82,280,1
82,279,1
82,277,1
